instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_group,hr,temp_group2
3541,2011-06-01,2,0,6,0,3,1,2,0.76,0.7424,0.75,0.2537,31,84,115,Panas,10,Panas
3542,2011-06-01,2,0,6,0,3,1,2,0.82,0.803,0.59,0.2239,26,86,112,Panas,11,Panas
3543,2011-06-01,2,0,6,0,3,1,1,0.86,0.8333,0.53,0.0,32,137,169,Panas,12,Panas
3544,2011-06-01,2,0,6,0,3,1,1,0.9,0.8182,0.37,0.194,29,125,154,Panas,13,Panas
3545,2011-06-01,2,0,6,0,3,1,1,0.9,0.8182,0.37,0.2537,40,105,145,Panas,14,Panas
3546,2011-06-01,2,0,6,0,3,1,1,0.9,0.8333,0.39,0.2985,25,127,152,Panas,15,Panas
3547,2011-06-01,2,0,6,0,3,1,1,0.86,0.803,0.47,0.2985,39,227,266,Panas,16,Panas
3548,2011-06-01,2,0,6,0,3,1,1,0.86,0.803,0.47,0.2985,52,434,486,Panas,17,Panas
3549,2011-06-01,2,0,6,0,3,1,3,0.82,0.7879,0.56,0.3881,31,278,309,Panas,18,Panas
3550,2011-06-01,2,0,6,0,3,1,2,0.74,0.7121,0.79,0.1642,16,248,264,Panas,19,Panas
3551,2011-06-01,2,0,6,0,3,1,2,0.74,0.7121,0.79,0.2537,23,233,256,Panas,20,Panas
3552,2011-06-01,2,0,6,0,3,1,1,0.74,0.697,0.7,0.2836,29,161,190,Panas,21,Panas
3553,2011-06-01,2,0,6,0,3,1,1,0.74,0.697,0.66,0.1343,14,115,129,Panas,22,Panas
3554,2011-06-01,2,0,6,0,3,1,1,0.74,0.6667,0.51,0.1642,10,59,69,Panas,23,Panas
3555,2011-06-02,2,0,6,0,4,1,1,0.74,0.6515,0.4,0.3582,11,31,42,Panas,0,Panas
3556,2011-06-02,2,0,6,0,4,1,1,0.72,0.6515,0.38,0.1045,3,12,15,Panas,1,Panas
3557,2011-06-02,2,0,6,0,4,1,1,0.7,0.6364,0.39,0.0,0,6,6,Panas,2,Panas
3558,2011-06-02,2,0,6,0,4,1,1,0.66,0.6212,0.44,0.1045,0,4,4,Hangat,3,Hangat
3559,2011-06-02,2,0,6,0,4,1,1,0.66,0.6212,0.41,0.194,0,3,3,Hangat,4,Hangat
3560,2011-06-02,2,0,6,0,4,1,1,0.66,0.6212,0.39,0.2239,3,28,31,Hangat,5,Hangat
3561,2011-06-02,2,0,6,0,4,1,1,0.66,0.6212,0.39,0.1343,7,106,113,Hangat,6,Hangat
3562,2011-06-02,2,0,6,0,4,1,1,0.7,0.6364,0.34,0.2537,19,285,304,Panas,7,Panas
3563,2011-06-02,2,0,6,0,4,1,1,0.7,0.6364,0.32,0.2985,25,442,467,Panas,8,Panas
3564,2011-06-02,2,0,6,0,4,1,1,0.72,0.6364,0.26,0.3582,28,197,225,Panas,9,Panas
3565,2011-06-02,2,0,6,0,4,1,1,0.72,0.6515,0.28,0.4925,33,106,139,Panas,10,Panas
3566,2011-06-02,2,0,6,0,4,1,1,0.74,0.6515,0.28,0.3881,42,123,165,Panas,11,Panas
3567,2011-06-02,2,0,6,0,4,1,1,0.76,0.6667,0.25,0.4627,39,193,232,Panas,12,Panas
3568,2011-06-02,2,0,6,0,4,1,1,0.8,0.6818,0.24,0.3582,35,168,203,Panas,13,Panas
3569,2011-06-02,2,0,6,0,4,1,1,0.78,0.6667,0.24,0.3284,43,142,185,Panas,14,Panas
3570,2011-06-02,2,0,6,0,4,1,1,0.8,0.6818,0.21,0.3881,44,144,188,Panas,15,Panas
3571,2011-06-02,2,0,6,0,4,1,1,0.8,0.6818,0.22,0.4925,63,255,318,Panas,16,Panas
3572,2011-06-02,2,0,6,0,4,1,1,0.76,0.6515,0.2,0.5224,88,484,572,Panas,17,Panas
3573,2011-06-02,2,0,6,0,4,1,1,0.74,0.6515,0.22,0.3881,74,451,525,Panas,18,Panas
3574,2011-06-02,2,0,6,0,4,1,1,0.72,0.6364,0.23,0.2985,58,321,379,Panas,19,Panas
3575,2011-06-02,2,0,6,0,4,1,1,0.7,0.6364,0.24,0.194,51,286,337,Panas,20,Panas
3576,2011-06-02,2,0,6,0,4,1,1,0.66,0.6212,0.31,0.194,33,215,248,Hangat,21,Hangat
3577,2011-06-02,2,0,6,0,4,1,1,0.64,0.6212,0.33,0.2537,14,141,155,Hangat,22,Hangat
3578,2011-06-02,2,0,6,0,4,1,1,0.62,0.6212,0.35,0.2239,23,89,112,Hangat,23,Hangat
3579,2011-06-03,2,0,6,0,5,1,1,0.62,0.6212,0.38,0.2836,15,53,68,Hangat,0,Hangat
3580,2011-06-03,2,0,6,0,5,1,1,0.6,0.6212,0.38,0.3582,7,15,22,Hangat,1,Hangat
3581,2011-06-03,2,0,6,0,5,1,1,0.56,0.5303,0.43,0.2239,0,12,12,Hangat,2,Hangat
3582,2011-06-03,2,0,6,0,5,1,1,0.54,0.5152,0.49,0.2239,0,5,5,Hangat,3,Hangat
3583,2011-06-03,2,0,6,0,5,1,1,0.52,0.5,0.48,0.3284,1,5,6,Hangat,4,Hangat
3584,2011-06-03,2,0,6,0,5,1,1,0.52,0.5,0.48,0.3582,4,24,28,Hangat,5,Hangat
3585,2011-06-03,2,0,6,0,5,1,1,0.54,0.5152,0.45,0.2985,8,98,106,Hangat,6,Hangat
3586,2011-06-03,2,0,6,0,5,1,1,0.54,0.5152,0.45,0.2537,25,252,277,Hangat,7,Hangat
3587,2011-06-03,2,0,6,0,5,1,2,0.56,0.5303,0.43,0.3284,31,471,502,Hangat,8,Hangat
3588,2011-06-03,2,0,6,0,5,1,1,0.58,0.5455,0.4,0.1642,36,194,230,Hangat,9,Hangat
3589,2011-06-03,2,0,6,0,5,1,1,0.62,0.6212,0.33,0.2537,54,107,161,Hangat,10,Hangat
3590,2011-06-03,2,0,6,0,5,1,1,0.64,0.6212,0.31,0.3284,57,135,192,Hangat,11,Hangat
3591,2011-06-03,2,0,6,0,5,1,1,0.66,0.6212,0.27,0.2836,51,208,259,Hangat,12,Hangat
3592,2011-06-03,2,0,6,0,5,1,1,0.68,0.6212,0.26,0.2537,58,190,248,Panas,13,Panas
3593,2011-06-03,2,0,6,0,5,1,1,0.7,0.6364,0.28,0.2836,66,174,240,Panas,14,Panas
3594,2011-06-03,2,0,6,0,5,1,1,0.7,0.6364,0.28,0.2836,56,156,212,Panas,15,Panas
3595,2011-06-03,2,0,6,0,5,1,1,0.72,0.6364,0.26,0.3284,63,286,349,Panas,16,Panas
3596,2011-06-03,2,0,6,0,5,1,1,0.72,0.6364,0.25,0.2836,73,485,558,Panas,17,Panas
3597,2011-06-03,2,0,6,0,5,1,1,0.7,0.6364,0.24,0.2985,76,488,564,Panas,18,Panas
3598,2011-06-03,2,0,6,0,5,1,1,0.68,0.6212,0.26,0.2836,53,338,391,Panas,19,Panas
3599,2011-06-03,2,0,6,0,5,1,1,0.64,0.6212,0.29,0.1642,57,236,293,Hangat,20,Hangat
3600,2011-06-03,2,0,6,0,5,1,1,0.64,0.6212,0.29,0.1045,51,196,247,Hangat,21,Hangat
3601,2011-06-03,2,0,6,0,5,1,1,0.62,0.6212,0.35,0.0,26,145,171,Hangat,22,Hangat
3602,2011-06-03,2,0,6,0,5,1,1,0.58,0.5455,0.46,0.1045,30,141,171,Hangat,23,Hangat
3603,2011-06-04,2,0,6,0,6,0,1,0.56,0.5303,0.52,0.0,24,69,93,Hangat,0,Hangat
3604,2011-06-04,2,0,6,0,6,0,1,0.54,0.5152,0.64,0.1045,14,80,94,Hangat,1,Hangat
3605,2011-06-04,2,0,6,0,6,0,1,0.54,0.5152,0.56,0.194,18,41,59,Hangat,2,Hangat
3606,2011-06-04,2,0,6,0,6,0,1,0.52,0.5,0.59,0.1045,8,10,18,Hangat,3,Hangat
3607,2011-06-04,2,0,6,0,6,0,1,0.52,0.5,0.59,0.0896,4,11,15,Hangat,4,Hangat
3608,2011-06-04,2,0,6,0,6,0,1,0.5,0.4848,0.64,0.0,3,5,8,Sejuk,5,Sejuk
3609,2011-06-04,2,0,6,0,6,0,1,0.54,0.5152,0.6,0.0,11,17,28,Hangat,6,Hangat
3610,2011-06-04,2,0,6,0,6,0,1,0.56,0.5303,0.56,0.0,27,60,87,Hangat,7,Hangat
3611,2011-06-04,2,0,6,0,6,0,1,0.6,0.6212,0.46,0.0896,29,96,125,Hangat,8,Hangat
3612,2011-06-04,2,0,6,0,6,0,1,0.62,0.6212,0.43,0.1343,55,169,224,Hangat,9,Hangat
3613,2011-06-04,2,0,6,0,6,0,1,0.64,0.6212,0.38,0.1045,115,202,317,Hangat,10,Hangat
3614,2011-06-04,2,0,6,0,6,0,1,0.66,0.6212,0.36,0.1343,120,249,369,Hangat,11,Hangat
3615,2011-06-04,2,0,6,0,6,0,1,0.7,0.6364,0.32,0.1642,150,270,420,Panas,12,Panas
3616,2011-06-04,2,0,6,0,6,0,1,0.74,0.6515,0.28,0.1343,188,268,456,Panas,13,Panas
3617,2011-06-04,2,0,6,0,6,0,1,0.74,0.6515,0.33,0.2239,193,258,451,Panas,14,Panas
3618,2011-06-04,2,0,6,0,6,0,2,0.74,0.6515,0.27,0.4179,180,224,404,Panas,15,Panas
3619,2011-06-04,2,0,6,0,6,0,2,0.72,0.6515,0.3,0.1343,168,272,440,Panas,16,Panas
3620,2011-06-04,2,0,6,0,6,0,2,0.72,0.6515,0.34,0.2537,142,202,344,Panas,17,Panas
3621,2011-06-04,2,0,6,0,6,0,2,0.74,0.6515,0.3,0.1642,127,214,341,Panas,18,Panas
3622,2011-06-04,2,0,6,0,6,0,2,0.7,0.6364,0.39,0.0896,79,206,285,Panas,19,Panas
3623,2011-06-04,2,0,6,0,6,0,2,0.7,0.6515,0.48,0.0896,90,149,239,Panas,20,Panas
3624,2011-06-04,2,0,6,0,6,0,2,0.66,0.6212,0.47,0.1045,46,139,185,Hangat,21,Hangat
3625,2011-06-04,2,0,6,0,6,0,1,0.64,0.6212,0.57,0.2239,49,141,190,Hangat,22,Hangat
3626,2011-06-04,2,0,6,0,6,0,2,0.64,0.6212,0.57,0.0,29,121,150,Hangat,23,Hangat
3627,2011-06-05,2,0,6,0,0,0,1,0.64,0.6212,0.57,0.0896,23,90,113,Hangat,0,Hangat
3628,2011-06-05,2,0,6,0,0,0,2,0.64,0.6212,0.61,0.1642,26,70,96,Hangat,1,Hangat
3629,2011-06-05,2,0,6,0,0,0,2,0.64,0.6212,0.61,0.1642,16,48,64,Hangat,2,Hangat
3630,2011-06-05,2,0,6,0,0,0,2,0.62,0.6061,0.65,0.1642,22,25,47,Hangat,3,Hangat
3631,2011-06-05,2,0,6,0,0,0,2,0.62,0.6061,0.65,0.1642,4,8,12,Hangat,4,Hangat
3632,2011-06-05,2,0,6,0,0,0,2,0.62,0.6061,0.61,0.1343,1,5,6,Hangat,5,Hangat
3633,2011-06-05,2,0,6,0,0,0,2,0.62,0.6061,0.61,0.1045,10,11,21,Hangat,6,Hangat
3634,2011-06-05,2,0,6,0,0,0,2,0.6,0.5909,0.73,0.2537,8,19,27,Hangat,7,Hangat
3635,2011-06-05,2,0,6,0,0,0,2,0.6,0.5909,0.73,0.2537,24,74,98,Hangat,8,Hangat
3636,2011-06-05,2,0,6,0,0,0,2,0.6,0.5758,0.78,0.194,53,111,164,Hangat,9,Hangat
3637,2011-06-05,2,0,6,0,0,0,2,0.62,0.5909,0.73,0.0896,83,168,251,Hangat,10,Hangat
3638,2011-06-05,2,0,6,0,0,0,2,0.64,0.6061,0.69,0.1045,121,214,335,Hangat,11,Hangat
3639,2011-06-05,2,0,6,0,0,0,2,0.64,0.6061,0.69,0.1045,123,212,335,Hangat,12,Hangat
3640,2011-06-05,2,0,6,0,0,0,1,0.66,0.6212,0.65,0.1045,154,213,367,Hangat,13,Hangat
3641,2011-06-05,2,0,6,0,0,0,1,0.7,0.6515,0.58,0.1642,161,224,385,Panas,14,Panas
3642,2011-06-05,2,0,6,0,0,0,1,0.7,0.6515,0.54,0.0,161,256,417,Panas,15,Panas
3643,2011-06-05,2,0,6,0,0,0,1,0.72,0.6667,0.51,0.0896,138,260,398,Panas,16,Panas
3644,2011-06-05,2,0,6,0,0,0,1,0.74,0.6667,0.51,0.0,126,264,390,Panas,17,Panas
3645,2011-06-05,2,0,6,0,0,0,1,0.7,0.6515,0.58,0.1045,124,239,363,Panas,18,Panas
3646,2011-06-05,2,0,6,0,0,0,1,0.68,0.6364,0.65,0.1642,108,249,357,Panas,19,Panas
3647,2011-06-05,2,0,6,0,0,0,1,0.66,0.6212,0.69,0.194,84,195,279,Hangat,20,Hangat
3648,2011-06-05,2,0,6,0,0,0,1,0.64,0.6061,0.73,0.1642,54,111,165,Hangat,21,Hangat
3649,2011-06-05,2,0,6,0,0,0,1,0.64,0.5909,0.78,0.2239,36,94,130,Hangat,22,Hangat
3650,2011-06-05,2,0,6,0,0,0,1,0.62,0.5909,0.78,0.1343,25,61,86,Hangat,23,Hangat
3651,2011-06-06,2,0,6,0,1,1,1,0.62,0.5909,0.78,0.1343,11,18,29,Hangat,0,Hangat
3652,2011-06-06,2,0,6,0,1,1,1,0.6,0.5606,0.83,0.1343,9,5,14,Hangat,1,Hangat
3653,2011-06-06,2,0,6,0,1,1,1,0.58,0.5455,0.88,0.1045,4,4,8,Hangat,2,Hangat
3654,2011-06-06,2,0,6,0,1,1,1,0.58,0.5455,0.88,0.0,2,3,5,Hangat,3,Hangat
3655,2011-06-06,2,0,6,0,1,1,1,0.56,0.5303,0.94,0.1045,4,4,8,Hangat,4,Hangat
3656,2011-06-06,2,0,6,0,1,1,1,0.56,0.5303,0.88,0.0896,7,24,31,Hangat,5,Hangat
3657,2011-06-06,2,0,6,0,1,1,1,0.58,0.5455,0.88,0.0,11,101,112,Hangat,6,Hangat
3658,2011-06-06,2,0,6,0,1,1,1,0.62,0.5909,0.78,0.1045,18,281,299,Hangat,7,Hangat
3659,2011-06-06,2,0,6,0,1,1,1,0.64,0.6061,0.73,0.0896,28,410,438,Hangat,8,Hangat
3660,2011-06-06,2,0,6,0,1,1,1,0.7,0.6515,0.58,0.1642,26,162,188,Panas,9,Panas
3661,2011-06-06,2,0,6,0,1,1,1,0.72,0.6667,0.51,0.2239,31,64,95,Panas,10,Panas
3662,2011-06-06,2,0,6,0,1,1,1,0.74,0.6667,0.42,0.1343,39,72,111,Panas,11,Panas
3663,2011-06-06,2,0,6,0,1,1,1,0.76,0.6667,0.37,0.1642,25,128,153,Panas,12,Panas
3664,2011-06-06,2,0,6,0,1,1,1,0.78,0.6818,0.35,0.0,28,152,180,Panas,13,Panas
3665,2011-06-06,2,0,6,0,1,1,1,0.78,0.6818,0.31,0.1343,46,99,145,Panas,14,Panas
3666,2011-06-06,2,0,6,0,1,1,1,0.8,0.697,0.29,0.194,38,127,165,Panas,15,Panas
3667,2011-06-06,2,0,6,0,1,1,1,0.76,0.6667,0.33,0.1343,34,233,267,Panas,16,Panas
3668,2011-06-06,2,0,6,0,1,1,1,0.78,0.6818,0.33,0.2836,63,516,579,Panas,17,Panas
3669,2011-06-06,2,0,6,0,1,1,1,0.76,0.6667,0.31,0.1343,56,500,556,Panas,18,Panas
3670,2011-06-06,2,0,6,0,1,1,1,0.72,0.6667,0.54,0.194,64,343,407,Panas,19,Panas
3671,2011-06-06,2,0,6,0,1,1,1,0.68,0.6364,0.61,0.1343,59,277,336,Panas,20,Panas
3672,2011-06-06,2,0,6,0,1,1,1,0.66,0.6212,0.57,0.0896,29,160,189,Hangat,21,Hangat
3673,2011-06-06,2,0,6,0,1,1,1,0.66,0.6212,0.61,0.0896,36,137,173,Hangat,22,Hangat
3674,2011-06-06,2,0,6,0,1,1,1,0.64,0.6061,0.69,0.0896,5,55,60,Hangat,23,Hangat
3675,2011-06-07,2,0,6,0,2,1,1,0.64,0.6061,0.65,0.0896,5,15,20,Hangat,0,Hangat
3676,2011-06-07,2,0,6,0,2,1,1,0.62,0.6061,0.69,0.1343,2,2,4,Hangat,1,Hangat
3677,2011-06-07,2,0,6,0,2,1,1,0.6,0.5909,0.73,0.0896,3,2,5,Hangat,2,Hangat
3678,2011-06-07,2,0,6,0,2,1,1,0.6,0.5909,0.73,0.0896,1,1,2,Hangat,3,Hangat
3679,2011-06-07,2,0,6,0,2,1,1,0.58,0.5455,0.83,0.1343,2,3,5,Hangat,4,Hangat
3680,2011-06-07,2,0,6,0,2,1,1,0.58,0.5455,0.88,0.1642,2,30,32,Hangat,5,Hangat
3681,2011-06-07,2,0,6,0,2,1,1,0.6,0.5758,0.78,0.1343,10,116,126,Hangat,6,Hangat
3682,2011-06-07,2,0,6,0,2,1,2,0.64,0.6061,0.69,0.194,23,311,334,Hangat,7,Hangat
3683,2011-06-07,2,0,6,0,2,1,2,0.68,0.6364,0.61,0.1343,45,432,477,Panas,8,Panas
3684,2011-06-07,2,0,6,0,2,1,2,0.72,0.6667,0.58,0.2239,27,190,217,Panas,9,Panas
3685,2011-06-07,2,0,6,0,2,1,2,0.76,0.6818,0.48,0.194,37,86,123,Panas,10,Panas
3686,2011-06-07,2,0,6,0,2,1,2,0.76,0.697,0.52,0.2537,38,113,151,Panas,11,Panas
3687,2011-06-07,2,0,6,0,2,1,2,0.8,0.7273,0.46,0.2836,42,141,183,Panas,12,Panas
3688,2011-06-07,2,0,6,0,2,1,2,0.8,0.7273,0.43,0.2537,55,141,196,Panas,13,Panas
3689,2011-06-07,2,0,6,0,2,1,2,0.8,0.7273,0.43,0.2836,34,112,146,Panas,14,Panas
3690,2011-06-07,2,0,6,0,2,1,2,0.82,0.7424,0.41,0.3284,56,127,183,Panas,15,Panas
3691,2011-06-07,2,0,6,0,2,1,1,0.8,0.7121,0.38,0.2239,55,253,308,Panas,16,Panas
3692,2011-06-07,2,0,6,0,2,1,1,0.8,0.7273,0.43,0.2537,64,475,539,Panas,17,Panas
3693,2011-06-07,2,0,6,0,2,1,1,0.78,0.697,0.46,0.2836,72,479,551,Panas,18,Panas
3694,2011-06-07,2,0,6,0,2,1,1,0.76,0.6818,0.48,0.2537,69,355,424,Panas,19,Panas
3695,2011-06-07,2,0,6,0,2,1,1,0.74,0.6818,0.56,0.1343,45,301,346,Panas,20,Panas
3696,2011-06-07,2,0,6,0,2,1,1,0.72,0.6818,0.7,0.1343,31,187,218,Panas,21,Panas
3697,2011-06-07,2,0,6,0,2,1,1,0.7,0.6515,0.65,0.1343,27,126,153,Panas,22,Panas
3698,2011-06-07,2,0,6,0,2,1,1,0.68,0.6364,0.79,0.1045,18,72,90,Panas,23,Panas
3699,2011-06-08,2,0,6,0,3,1,1,0.66,0.5909,0.89,0.1343,12,29,41,Hangat,0,Hangat
3700,2011-06-08,2,0,6,0,3,1,1,0.66,0.6061,0.78,0.0,3,20,23,Hangat,1,Hangat
3701,2011-06-08,2,0,6,0,3,1,1,0.64,0.5758,0.89,0.0896,0,7,7,Hangat,2,Hangat
3702,2011-06-08,2,0,6,0,3,1,1,0.64,0.5758,0.89,0.0896,2,1,3,Hangat,3,Hangat
3703,2011-06-08,2,0,6,0,3,1,1,0.62,0.5758,0.83,0.0,0,6,6,Hangat,4,Hangat
3704,2011-06-08,2,0,6,0,3,1,1,0.62,0.5606,0.88,0.0,0,21,21,Hangat,5,Hangat
3705,2011-06-08,2,0,6,0,3,1,1,0.64,0.5758,0.89,0.1343,13,103,116,Hangat,6,Hangat
3706,2011-06-08,2,0,6,0,3,1,1,0.66,0.6212,0.74,0.1045,24,329,353,Hangat,7,Hangat
3707,2011-06-08,2,0,6,0,3,1,1,0.76,0.7121,0.58,0.1642,46,435,481,Panas,8,Panas
3708,2011-06-08,2,0,6,0,3,1,1,0.76,0.7121,0.58,0.1642,34,168,202,Panas,9,Panas
3709,2011-06-08,2,0,6,0,3,1,1,0.82,0.7424,0.43,0.2239,27,63,90,Panas,10,Panas
3710,2011-06-08,2,0,6,0,3,1,1,0.84,0.7576,0.41,0.194,28,106,134,Panas,11,Panas
3711,2011-06-08,2,0,6,0,3,1,1,0.88,0.8182,0.42,0.1343,15,134,149,Panas,12,Panas
3712,2011-06-08,2,0,6,0,3,1,1,0.9,0.8485,0.42,0.0,20,116,136,Panas,13,Panas
3713,2011-06-08,2,0,6,0,3,1,1,0.92,0.8788,0.4,0.2537,44,111,155,Panas,14,Panas
3714,2011-06-08,2,0,6,0,3,1,1,0.92,0.8788,0.4,0.1642,28,100,128,Panas,15,Panas
3715,2011-06-08,2,0,6,0,3,1,1,0.92,0.8788,0.4,0.2239,34,199,233,Panas,16,Panas
3716,2011-06-08,2,0,6,0,3,1,1,0.92,0.8485,0.35,0.2239,80,426,506,Panas,17,Panas
3717,2011-06-08,2,0,6,0,3,1,1,0.9,0.8182,0.37,0.2239,61,398,459,Panas,18,Panas
3718,2011-06-08,2,0,6,0,3,1,1,0.82,0.803,0.59,0.1343,61,323,384,Panas,19,Panas
3719,2011-06-08,2,0,6,0,3,1,1,0.8,0.7879,0.63,0.1343,55,225,280,Panas,20,Panas
3720,2011-06-08,2,0,6,0,3,1,1,0.8,0.803,0.66,0.1343,34,168,202,Panas,21,Panas
3721,2011-06-08,2,0,6,0,3,1,1,0.76,0.7424,0.75,0.1642,37,139,176,Panas,22,Panas
3722,2011-06-08,2,0,6,0,3,1,1,0.76,0.7424,0.75,0.194,18,98,116,Panas,23,Panas
3723,2011-06-09,2,0,6,0,4,1,2,0.74,0.7121,0.79,0.1343,7,40,47,Panas,0,Panas
3724,2011-06-09,2,0,6,0,4,1,1,0.74,0.7121,0.79,0.1045,3,13,16,Panas,1,Panas
3725,2011-06-09,2,0,6,0,4,1,2,0.72,0.7121,0.84,0.1642,0,6,6,Panas,2,Panas
3726,2011-06-09,2,0,6,0,4,1,2,0.72,0.7121,0.84,0.1045,0,2,2,Panas,3,Panas
3727,2011-06-09,2,0,6,0,4,1,2,0.72,0.697,0.79,0.0896,2,4,6,Panas,4,Panas
3728,2011-06-09,2,0,6,0,4,1,2,0.7,0.6667,0.84,0.0,1,19,20,Panas,5,Panas
3729,2011-06-09,2,0,6,0,4,1,2,0.72,0.7121,0.84,0.0896,13,105,118,Panas,6,Panas
3730,2011-06-09,2,0,6,0,4,1,2,0.72,0.697,0.79,0.1343,31,283,314,Panas,7,Panas
3731,2011-06-09,2,0,6,0,4,1,2,0.76,0.7273,0.7,0.1045,32,400,432,Panas,8,Panas
3732,2011-06-09,2,0,6,0,4,1,1,0.84,0.7879,0.49,0.0,20,148,168,Panas,9,Panas
3733,2011-06-09,2,0,6,0,4,1,1,0.86,0.8182,0.5,0.2836,20,74,94,Panas,10,Panas
3734,2011-06-09,2,0,6,0,4,1,1,0.9,0.8485,0.42,0.2239,36,82,118,Panas,11,Panas
3735,2011-06-09,2,0,6,0,4,1,1,0.92,0.8485,0.35,0.194,40,100,140,Panas,12,Panas
3736,2011-06-09,2,0,6,0,4,1,1,0.9,0.8182,0.37,0.0896,18,118,136,Panas,13,Panas
3737,2011-06-09,2,0,6,0,4,1,1,0.92,0.8788,0.4,0.194,25,93,118,Panas,14,Panas
3738,2011-06-09,2,0,6,0,4,1,1,0.94,0.8333,0.31,0.1642,18,86,104,Panas,15,Panas
3739,2011-06-09,2,0,6,0,4,1,1,0.92,0.8333,0.33,0.1343,30,170,200,Panas,16,Panas
3740,2011-06-09,2,0,6,0,4,1,1,0.9,0.8182,0.37,0.2537,54,355,409,Panas,17,Panas
3741,2011-06-09,2,0,6,0,4,1,1,0.88,0.803,0.39,0.2836,52,414,466,Panas,18,Panas
3742,2011-06-09,2,0,6,0,4,1,2,0.84,0.7424,0.39,0.3284,55,271,326,Panas,19,Panas
3743,2011-06-09,2,0,6,0,4,1,2,0.8,0.7273,0.43,0.194,40,214,254,Panas,20,Panas
3744,2011-06-09,2,0,6,0,4,1,3,0.76,0.697,0.52,0.0,29,142,171,Panas,21,Panas
3745,2011-06-09,2,0,6,0,4,1,2,0.74,0.6818,0.58,0.1642,22,131,153,Panas,22,Panas
3746,2011-06-09,2,0,6,0,4,1,2,0.74,0.697,0.57,0.1642,15,82,97,Panas,23,Panas
3747,2011-06-10,2,0,6,0,5,1,3,0.7,0.6515,0.65,0.2239,8,61,69,Panas,0,Panas
3748,2011-06-10,2,0,6,0,5,1,3,0.7,0.6515,0.65,0.2239,5,18,23,Panas,1,Panas
3749,2011-06-10,2,0,6,0,5,1,1,0.68,0.6364,0.69,0.1642,6,7,13,Panas,2,Panas
3750,2011-06-10,2,0,6,0,5,1,1,0.68,0.6364,0.69,0.1642,3,3,6,Panas,3,Panas
3751,2011-06-10,2,0,6,0,5,1,1,0.66,0.6061,0.78,0.1642,0,4,4,Hangat,4,Hangat
3752,2011-06-10,2,0,6,0,5,1,1,0.66,0.6061,0.78,0.1642,0,28,28,Hangat,5,Hangat
3753,2011-06-10,2,0,6,0,5,1,1,0.66,0.6061,0.78,0.0896,10,94,104,Hangat,6,Hangat
3754,2011-06-10,2,0,6,0,5,1,1,0.72,0.6818,0.66,0.1045,25,242,267,Panas,7,Panas
3755,2011-06-10,2,0,6,0,5,1,1,0.74,0.6818,0.58,0.1343,29,423,452,Panas,8,Panas
3756,2011-06-10,2,0,6,0,5,1,1,0.76,0.697,0.55,0.0,37,176,213,Panas,9,Panas
3757,2011-06-10,2,0,6,0,5,1,1,0.78,0.7121,0.52,0.0,23,88,111,Panas,10,Panas
3758,2011-06-10,2,0,6,0,5,1,1,0.82,0.7576,0.46,0.0,46,107,153,Panas,11,Panas
3759,2011-06-10,2,0,6,0,5,1,1,0.84,0.7576,0.44,0.1343,40,167,207,Panas,12,Panas
3760,2011-06-10,2,0,6,0,5,1,1,0.84,0.7576,0.44,0.1045,40,149,189,Panas,13,Panas
3761,2011-06-10,2,0,6,0,5,1,1,0.86,0.7727,0.39,0.0,44,121,165,Panas,14,Panas
3762,2011-06-10,2,0,6,0,5,1,1,0.84,0.7576,0.44,0.1045,49,163,212,Panas,15,Panas
3763,2011-06-10,2,0,6,0,5,1,1,0.82,0.7879,0.56,0.2985,46,239,285,Panas,16,Panas
3764,2011-06-10,2,0,6,0,5,1,1,0.82,0.7727,0.52,0.2239,63,454,517,Panas,17,Panas
3765,2011-06-10,2,0,6,0,5,1,1,0.8,0.7727,0.59,0.2239,96,367,463,Panas,18,Panas
3766,2011-06-10,2,0,6,0,5,1,1,0.78,0.7424,0.59,0.194,61,245,306,Panas,19,Panas
3767,2011-06-10,2,0,6,0,5,1,1,0.76,0.7121,0.62,0.1045,53,197,250,Panas,20,Panas
3768,2011-06-10,2,0,6,0,5,1,1,0.76,0.7273,0.66,0.1343,55,163,218,Panas,21,Panas
3769,2011-06-10,2,0,6,0,5,1,1,0.72,0.697,0.74,0.2537,40,145,185,Panas,22,Panas
3770,2011-06-10,2,0,6,0,5,1,1,0.72,0.697,0.74,0.1642,36,110,146,Panas,23,Panas
3771,2011-06-11,2,0,6,0,6,0,1,0.7,0.6667,0.79,0.1343,28,89,117,Panas,0,Panas
3772,2011-06-11,2,0,6,0,6,0,1,0.7,0.6667,0.79,0.0896,10,67,77,Panas,1,Panas
3773,2011-06-11,2,0,6,0,6,0,1,0.7,0.6667,0.79,0.1045,10,50,60,Panas,2,Panas
3774,2011-06-11,2,0,6,0,6,0,1,0.68,0.6364,0.83,0.0896,10,18,28,Panas,3,Panas
3775,2011-06-11,2,0,6,0,6,0,1,0.68,0.6364,0.79,0.0896,4,9,13,Panas,4,Panas
3776,2011-06-11,2,0,6,0,6,0,1,0.68,0.6364,0.74,0.1343,4,12,16,Panas,5,Panas
3777,2011-06-11,2,0,6,0,6,0,1,0.7,0.6515,0.61,0.1343,9,31,40,Panas,6,Panas
3778,2011-06-11,2,0,6,0,6,0,1,0.72,0.6667,0.58,0.194,18,50,68,Panas,7,Panas
